tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_modelo_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio,fecha_recup,dias
DENUNCIA DE ROBO O HURTO,2018-05-02,2008-06-13,ALTA GRACIA Nº 2,Córdoba,Nacional,2008.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,TOLEDO,CORDOBA,No aplica,1979.0,ARGENTINA,1.0,2019-08-28,483 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-02,2018-02-22,CORDOBA Nº 21,Córdoba,Protocolo 21,2018.0,SEDAN 4 P,TOYOTA,ETIOS,Privado,Física,CORDOBA,CORDOBA,Masculino,1965.0,ARGENTINA,1.0,2018-06-07,36 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-30,2008-01-09,MENDOZA Nº 01,Mendoza,Nacional,2008.0,SEDAN 4 P,CITROEN,C4,Privado,Física,GODOY CRUZ,MENDOZA,Femenino,1957.0,ARGENTINA,1.0,2018-07-03,34 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-28,1987-05-29,MENDOZA Nº 01,Mendoza,Nacional,1987.0,SEDAN 4 P,RENAULT,RENAULT 12,Privado,Física,CIUDAD,MENDOZA,Femenino,1977.0,ARGENTINA,1.0,2018-05-28,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-04,1994-02-04,MAIPU Nº 2,Mendoza,Nacional,1994.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,LUZURIAGA,MENDOZA,Femenino,1944.0,ARGENTINA,1.0,2018-10-04,153 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-11,2009-11-19,NEUQUEN Nº 3,Neuquén,Protocolo 21,2009.0,SEDAN 4 P,CHEVROLET,MERIVA,Privado,Física,NEUQUEN CAPITAL,NEUQUEN,No aplica,1964.0,ARGENTINA,0.0,2018-06-07,27 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-28,1993-01-04,NEUQUEN N° 6,Neuquén,Nacional,1993.0,COUPE,FIAT,UNO,Privado,Física,NEUQUEN,NEUQUEN,No aplica,1980.0,ARGENTINA,1.0,2018-11-28,184 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-31,2009-10-08,SAN LORENZO Nº 1,Santa Fe,Protocolo 21,2009.0,SEDAN 4 P,CHEVROLET,MERIVA,Privado,Física,CAPITAN BERMUDEZ,SANTA FE,Masculino,1986.0,ARGENTINA,1.0,2018-09-06,98 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-18,2014-07-24,RAFAELA Nº 3,Santa Fe,Nacional,2014.0,SEDAN 4 P,FIAT,PALIO,Privado,Física,SANTA CLARA DE SAGUIER,SANTA FE,Masculino,1972.0,ARGENTINA,1.0,2018-07-24,67 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-05-16,2007-12-26,ROSARIO Nº 14,Santa Fe,Protocolo 21,2007.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,ROSARIO,SANTA FE,Masculino,1993.0,ARGENTINA,1.0,2018-05-16,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-05,2015-07-07,LANUS Nº 1,Buenos Aires,Nacional,2015.0,SEDAN 4 P,PEUGEOT,308,Privado,Física,LANUS,BUENOS AIRES,Masculino,1957.0,ARGENTINA,1.0,2018-11-20,168 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-18,2011-06-23,SAN ANTONIO DE ARECO,Buenos Aires,Nacional,2011.0,SEDAN 4 P,CITROEN,C4,Privado,Física,SAN ANTONIO DE ARECO,BUENOS AIRES,Masculino,1981.0,ARGENTINA,1.0,2018-08-02,45 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-05,2013-06-19,SAN ISIDRO Nº 01,Buenos Aires,Nacional,2013.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,MARTINEZ,BUENOS AIRES,Masculino,1990.0,ARGENTINA,1.0,2018-08-06,62 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-29,2013-02-14,TRES DE FEBRERO Nº 1,Buenos Aires,Nacional,2013.0,SEDAN 4 P,PEUGEOT,PARTNER,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1949.0,ARGENTINA,1.0,2018-11-26,150 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-26,2008-11-20,LA MATANZA Nº 02,Buenos Aires,Importado,2008.0,SEDAN 4 P,VOLKSWAGEN,BORA,Privado,Física,LOMAS DEL MIRADOR,BUENOS AIRES,No aplica,1986.0,ARGENTINA,1.0,2018-10-25,121 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-19,2017-09-21,LOMAS DE ZAMORA Nº 2,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 P,FORD,KA,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1995.0,ARGENTINA,1.0,2019-08-22,429 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-01,2009-07-13,LANUS Nº 9,Buenos Aires,Nacional,2009.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,LANUS OESTE,BUENOS AIRES,Masculino,1972.0,ARGENTINA,1.0,2018-08-15,75 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-25,2013-11-27,SAN MIGUEL Nº 3,Buenos Aires,Importado,2013.0,SEDAN 4 P,AUDI,A3,Privado,Física,MUÑIZ,BUENOS AIRES,No aplica,1935.0,ARGENTINA,1.0,2018-09-14,81 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-22,2016-01-05,LA MATANZA Nº 04,Buenos Aires,Importado,2016.0,SEDAN 4 P,VOLKSWAGEN,VENTO,Privado,Física,CIUDAD EVITA,BUENOS AIRES,Masculino,1971.0,ARGENTINA,1.0,2018-10-30,130 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-06,2007-01-23,HURLINGHAM Nº 1 (EX. MORON Nº 4),Buenos Aires,Nacional,2007.0,SEDAN 4 P,PEUGEOT,PARTNER,Privado,Física,HURLINGHAM,BUENOS AIRES,Masculino,1971.0,ARGENTINA,1.0,2019-06-24,383 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-26,1997-09-05,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Nacional,1997.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,LUIS GUILLÓN,BUENOS AIRES,Masculino,1973.0,ARGENTINA,1.0,2018-06-26,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-08,2008-07-11,LA MATANZA Nº 07,Buenos Aires,Protocolo 21,2008.0,SEDAN 3 P,VOLKSWAGEN,FOX,Privado,Física,V.INSUPERABLE,BUENOS AIRES,Masculino,1990.0,ARGENTINA,1.0,2018-10-25,139 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-12,1998-04-14,SAN ISIDRO Nº 05,Buenos Aires,Protocolo 21,1998.0,PICK UP,FORD,F-100,Privado,Física,SAN ISIDRO,BUENOS AIRES,Masculino,1964.0,ARGENTINA,1.0,2019-05-24,346 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-11,2006-05-15,SAN ISIDRO Nº 05,Buenos Aires,Nacional,2006.0,SEDAN 4 P,PEUGEOT,206,Privado,Física,VILLA ADELINA,BUENOS AIRES,Masculino,1955.0,ARGENTINA,1.0,2018-10-31,142 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-05,2013-01-28,LA MATANZA Nº 08,Buenos Aires,Importado,2013.0,SEDAN 4 P,RENAULT,DUSTER,Privado,Física,LOMAS DEL MIRADOR,BUENOS AIRES,Masculino,1943.0,ARGENTINA,0.0,2019-04-17,316 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-15,1994-01-17,LA MATANZA Nº 08,Buenos Aires,Nacional,1994.0,SEDAN 4 P,RENAULT,RENAULT 12,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1972.0,ARGENTINA,1.0,2018-06-18,3 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-28,2012-11-27,AVELLANEDA Nº 5,Buenos Aires,Nacional,2012.0,SEDAN 4 P,FORD,FOCUS,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1956.0,ARGENTINA,1.0,2018-10-31,125 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-11,2010-03-01,SAN MARTIN Nº 6,Buenos Aires,Importado,2010.0,SEDAN 4 P,PEUGEOT,407,Privado,Física,VILLA LYNCH,BUENOS AIRES,Masculino,1987.0,ARGENTINA,1.0,2019-04-26,319 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-26,1993-10-26,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Nacional,1993.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1991.0,ARGENTINA,1.0,2018-08-02,37 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-07,2008-10-09,LOMAS DE ZAMORA Nº 7,Buenos Aires,Nacional,2008.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Femenino,1956.0,ARGENTINA,1.0,2019-04-05,302 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-14,2015-09-10,LA MATANZA Nº 11,Buenos Aires,Importado,2015.0,SEDAN 4 P,CHEVROLET,TRACKER,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Masculino,1975.0,ARGENTINA,1.0,2018-10-09,117 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-18,2006-04-05,ADROGUE Nº 5,Buenos Aires,Protocolo 21,2006.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,GLEW,BUENOS AIRES,Masculino,1990.0,PARAGUAY,1.0,2019-01-30,226 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-13,2012-05-30,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2012.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,ING.PABLO NOGUES,BUENOS AIRES,Masculino,1987.0,ARGENTINA,1.0,2018-08-03,51 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-19,2008-09-16,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,2008.0,SEDAN 4 P,FIAT,PALIO,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1988.0,ARGENTINA,1.0,2018-09-06,79 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-08,2012-09-19,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,2012.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,GRAND BOURG-M.ARGENTINAS,BUENOS AIRES,No aplica,1979.0,ARGENTINA,1.0,2018-06-08,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-15,2015-02-11,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,2015.0,SEDAN 4 P,PEUGEOT,208,Privado,Física,EL JAGUEL,BUENOS AIRES,Femenino,1989.0,ARGENTINA,1.0,2018-11-01,139 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-19,1995-03-09,EZEIZA Nº 2,Buenos Aires,Nacional,1995.0,COUPE,FIAT,UNO,Privado,Física,LA UNION-EZEIZA,BUENOS AIRES,No aplica,1982.0,ARGENTINA,1.0,2018-06-19,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-19,2013-03-26,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1975.0,ARGENTINA,1.0,2018-09-10,83 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-18,1995-11-15,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Bs.As.,Nacional,1995.0,COUPE,FIAT,UNO,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1963.0,ARGENTINA,1.0,2018-09-18,92 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-22,2016-01-13,CAPITAL FEDERAL Nº 015,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1978.0,ARGENTINA,1.0,2018-12-06,167 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-08,2010-02-19,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Bs.As.,Nacional,2010.0,SEDAN 4 P,CHEVROLET,AGILE,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1990.0,ARGENTINA,1.0,2018-09-14,98 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-22,2010-03-11,CAPITAL FEDERAL Nº 036,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 4 P,VOLKSWAGEN,VOYAGE,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1972.0,ARGENTINA,1.0,2018-08-28,67 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-26,2008-07-31,CAPITAL FEDERAL Nº 037,Ciudad Autónoma de Bs.As.,Protocolo 21,2008.0,SEDAN 4 P,CHEVROLET,ASTRA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1947.0,ARGENTINA,1.0,2018-09-12,78 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-15,2007-03-05,CORDOBA Nº 03,Córdoba,Nacional,2007.0,PICK UP,FORD,RANGER,Privado,Física,CORDOBA,CORDOBA,Masculino,1967.0,ARGENTINA,1.0,2019-04-03,292 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-14,2018-02-07,CORDOBA Nº 04,Córdoba,Protocolo 21,2018.0,SEDAN 4 P,TOYOTA,ETIOS,Privado,Física,CORDOBA,CORDOBA,Masculino,1953.0,ARGENTINA,1.0,2018-07-23,39 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-01,1999-08-13,CORDOBA Nº 08,Córdoba,Nacional,1999.0,PICK UP,TOYOTA,HILUX,Privado,Física,CORDOBA,CORDOBA,Femenino,1942.0,ARGENTINA,1.0,2019-03-28,300 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-04,2016-07-13,VILLA ALLENDE Nº 1,Córdoba,Nacional,2016.0,PICK UP,VOLKSWAGEN,AMAROK,Privado,Física,VILLA ALLENDE,CORDOBA,Masculino,1942.0,ARGENTINA,1.0,2018-11-14,163 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-18,2012-05-08,VILLA CARLOS PAZ Nº 1,Córdoba,Nacional,2012.0,PICK UP,TOYOTA,HILUX,Privado,Física,VILLA CARLOS PAZ,CORDOBA,Femenino,1950.0,ARGENTINA,1.0,2019-03-13,268 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-25,2008-02-20,CORDOBA Nº 18,Córdoba,Protocolo 21,2008.0,SEDAN 4 P,CITROEN,C3,Privado,Física,CORDOBA,CORDOBA,Femenino,1978.0,ARGENTINA,1.0,2018-11-12,140 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-05,2009-01-22,NEUQUEN Nº 5,Neuquén,Protocolo 21,2009.0,SEDAN 3 P,FIAT,PALIO,Privado,Física,NEUQUEN. CONFLUENCIA,NEUQUEN,Masculino,1963.0,ARGENTINA,1.0,2018-08-10,66 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-04,2000-01-14,ROSARIO Nº 11,Santa Fe,Nacional,2000.0,COUPE,FIAT,UNO,Privado,Física,ROSARIO,SANTA FE,Femenino,1992.0,ARGENTINA,1.0,2018-08-16,73 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-18,1991-02-22,ROSARIO Nº 11,Santa Fe,Nacional,1991.0,SEDAN 4 P,RENAULT,RENAULT 12,Privado,Física,ROSARIO,SANTA FE,Masculino,1955.0,ARGENTINA,1.0,2018-08-13,56 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-05,2013-08-02,ROSARIO Nº 12,Santa Fe,Nacional,2013.0,SEDAN 4 P,CHEVROLET,CLASSIC,Privado,Física,GRANADERO BAIGORRIA,SANTA FE,Femenino,1959.0,ARGENTINA,1.0,2018-08-08,64 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-06-21,2005-05-13,RAFAELA Nº 5,Santa Fe,Protocolo 21,2005.0,PICK UP,CHEVROLET,S10,Privado,Física,JOSEFINA,SANTA FE,Masculino,1961.0,ARGENTINA,1.0,2019-08-02,407 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-20,2009-11-20,AVELLANEDA Nº 2,Buenos Aires,Nacional,2009.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,SARANDI,BUENOS AIRES,Masculino,1980.0,ARGENTINA,1.0,2019-08-20,396 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-19,2001-05-09,BRANDSEN,Buenos Aires,Nacional,2001.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,JEPPENER,BUENOS AIRES,No aplica,1969.0,ARGENTINA,1.0,2018-07-20,1 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-05,2017-06-28,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Nacional,2017.0,SEDAN 4 P,CITROEN,C4,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1964.0,ARGENTINA,1.0,2018-12-06,154 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-30,2014-09-01,FLORENCIO VARELA Nº 1,Buenos Aires,Nacional,2014.0,FURGON,CITROEN,BERLINGO,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Masculino,1975.0,ARGENTINA,1.0,2018-10-29,91 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-31,1995-04-07,LANUS Nº 1,Buenos Aires,Nacional,1995.0,SEDAN 4 P,RENAULT,RENAULT 19,Privado,Física,LANUS,BUENOS AIRES,Masculino,1939.0,ARGENTINA,1.0,2018-11-30,122 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-24,2013-01-25,LA MATANZA Nº 01,Buenos Aires,Protocolo 21,2013.0,SEDAN 4 P,HONDA,CIVIC,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1989.0,ARGENTINA,1.0,2019-02-13,204 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-31,2012-04-12,LA MATANZA Nº 02,Buenos Aires,Nacional,2012.0,SEDAN 3 P,PEUGEOT,207,Privado,Física,RAMOS MEJÍA,BUENOS AIRES,No aplica,1990.0,ARGENTINA,1.0,2019-03-14,226 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-03,2014-01-08,MORON Nº 01,Buenos Aires,Protocolo 21,2014.0,SEDAN 4 P,PEUGEOT,208,Privado,Física,MORON,BUENOS AIRES,Femenino,1984.0,ARGENTINA,1.0,2018-10-23,112 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-23,2008-06-10,MORON Nº 01,Buenos Aires,Protocolo 21,2008.0,SEDAN 4 P,VOLKSWAGEN,FOX,Privado,Física,MORON,BUENOS AIRES,Femenino,1951.0,ARGENTINA,1.0,2018-11-08,108 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-16,2017-08-18,LANUS Nº 9,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 P,JEEP,RENEGADE,Privado,Física,REMEDIOS DE ESCALADA,BUENOS AIRES,Masculino,1964.0,ARGENTINA,1.0,2018-10-22,98 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-25,2006-05-03,LANUS Nº 4,Buenos Aires,Nacional,2006.0,SEDAN 4 P,PEUGEOT,PARTNER,Privado,Física,LANUS ESTE,BUENOS AIRES,Masculino,1950.0,ARGENTINA,1.0,2019-02-19,209 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-30,2006-10-03,OLIVOS Nº 04,Buenos Aires,Nacional,2006.0,SEDAN 4 P,CHEVROLET,CORSA,Privado,Física,VICENTE LOPEZ,BUENOS AIRES,Masculino,1962.0,ARGENTINA,1.0,2018-11-30,123 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-04,2016-11-01,LOMAS DE ZAMORA Nº 3,Buenos Aires,Nacional,2016.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1953.0,ARGENTINA,1.0,2019-03-12,251 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-25,1992-03-04,AVELLANEDA Nº 3,Buenos Aires,Protocolo 21,1992.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1964.0,ARGENTINA,1.0,2018-11-01,99 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-19,1999-03-12,MORON Nº 05,Buenos Aires,Protocolo 21,1999.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,HAEDO,BUENOS AIRES,Masculino,1994.0,ARGENTINA,1.0,2018-11-13,117 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-16,2010-04-22,SAN MARTIN Nº 4,Buenos Aires,Protocolo 21,2010.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,V. BALLESTER,BUENOS AIRES,Masculino,1964.0,ARGENTINA,1.0,2018-11-16,123 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-24,2014-07-30,LOMAS DE ZAMORA Nº 5,Buenos Aires,Protocolo 21,2014.0,SEDAN 4 P,FORD,ECOSPORT,Privado,Física,LLAVALLOL,BUENOS AIRES,Femenino,1965.0,ARGENTINA,1.0,2018-12-27,156 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-27,2008-04-23,BERAZATEGUI Nº 2,Buenos Aires,Nacional,2008.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1984.0,ARGENTINA,1.0,2019-04-10,257 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-04,1997-04-17,MAR DEL PLATA Nº 07,Buenos Aires,Nacional,1997.0,SEDAN 4 P,FIAT,UNO,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1975.0,ARGENTINA,1.0,2018-10-11,99 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-11,2015-01-23,LA PLATA Nº 07,Buenos Aires,Importado,2015.0,SEDAN 4 P,CHERY,TIGGO,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1974.0,ARGENTINA,1.0,2019-03-26,258 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-16,1995-07-21,BERAZATEGUI Nº 3,Buenos Aires,Nacional,1995.0,SEDAN 4 P,RENAULT,RENAULT 9,Privado,Física,BERAZATEGUI - PARTIDO: HUDSON,BUENOS AIRES,Femenino,1988.0,ARGENTINA,1.0,2018-10-08,84 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-13,2011-07-28,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2011.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,MTE. GRANDE- E.ECHEVERRIA,BUENOS AIRES,Masculino,1975.0,ARGENTINA,1.0,2019-03-19,249 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-11,2012-01-05,QUILMES Nº 7,Buenos Aires,Protocolo 21,2012.0,SEDAN 4 P,VOLKSWAGEN,FOX,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1960.0,ARGENTINA,1.0,2018-10-08,89 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-16,2012-07-19,EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),Buenos Aires,Protocolo 21,2012.0,SEDAN 4 P,FIAT,PALIO,Privado,Física,EZEIZA,BUENOS AIRES,Masculino,1967.0,ARGENTINA,0.0,2019-03-08,235 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-26,2012-04-25,ESCOBAR Nº 2,Buenos Aires,Protocolo 21,2012.0,SEDAN 4 P,FORD,FIESTA,Privado,Física,MATHEU,BUENOS AIRES,Femenino,1980.0,ARGENTINA,1.0,2019-03-21,238 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-17,2016-10-04,ADROGUE Nº 4,Buenos Aires,Protocolo 21,2016.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,BURZACO,BUENOS AIRES,Femenino,1960.0,ARGENTINA,1.0,2018-08-08,22 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-11,2013-01-25,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,2013.0,SEDAN 4 P,RENAULT,SANDERO,Privado,Física,JOSE C.PAZ,BUENOS AIRES,Masculino,1960.0,ARGENTINA,1.0,2019-03-26,258 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-11,1999-06-01,JOSE C. PAZ Nº 1,Buenos Aires,Nacional,1999.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,JOSE C.PAZ,BUENOS AIRES,Masculino,1979.0,ARGENTINA,1.0,2018-11-09,121 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-25,2008-05-08,LA PLATA Nº 11,Buenos Aires,Protocolo 21,2008.0,SEDAN 4 P,CITROEN,C3,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1988.0,ARGENTINA,0.0,2018-10-31,98 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-24,1996-03-28,ADROGUE Nº 5,Buenos Aires,Nacional,1996.0,SEDAN 4 P,FIAT,DUNA,Privado,Física,GLEW,BUENOS AIRES,Masculino,1968.0,ARGENTINA,1.0,2019-03-20,239 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-17,2013-02-05,LA MATANZA Nº 12,Buenos Aires,Nacional,2013.0,SEDAN 4 P,FIAT,PALIO,Privado,Física,VILLA MADERO,BUENOS AIRES,Femenino,1986.0,ARGENTINA,1.0,2019-04-05,262 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-07-23,2018-05-07,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,2018.0,SEDAN 4 P,VOLKSWAGEN,POLO,Privado,Física,VILLA EDUARDO MADERO,BUENOS AIRES,Femenino,1999.0,ARGENTINA,1.0,2018-12-11,141 days 00:00:00.000000000
