tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio
COMUNICACIÓN DE RECUPERO,2019-05-06,2019-02-11,OLIVOS Nº 10,Buenos Aires,Protocolo 21,2019.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Física,MUNRO,BUENOS AIRES,Femenino,1974.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-14,2011-05-20,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,2011.0,FURGON,CITROEN,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1980.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-13,2009-02-26,JOSE C. PAZ Nº 2,Buenos Aires,Nacional,2009.0,PICK-UP,FORD,Privado,Física,JOSE C PAZ,BUENOS AIRES,No identificado,1959.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-15,2012-01-26,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,2012.0,SEDAN 5 PTAS,FIAT,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1963.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-09,2010-08-30,MORENO Nº 5,Buenos Aires,Nacional,2010.0,SEDAN 4 PTAS,CHEVROLET,Privado,Física,MORENO,BUENOS AIRES,Masculino,1963.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-23,2018-04-20,TIGRE N° 6,Buenos Aires,Protocolo 21,2018.0,SEDAN 5 PUERTAS,FORD,Privado,Física,RICARDO ROJAS,BUENOS AIRES,Femenino,1981.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-21,2010-08-23,CAPITAL FEDERAL Nº 008,Ciudad Autónoma de Bs.As.,Nacional,2010.0,SEDAN 5 PTAS,CHEVROLET,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1961.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2019-05-07,1993-04-22,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Bs.As.,Nacional,1993.0,SEDAN 4 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1931.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-07,2016-12-21,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Bs.As.,Importado,2016.0,RURAL 5 PUERTAS,LIFAN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1961.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-21,2011-09-30,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Bs.As.,Importado,2011.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1931.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-09,2014-12-01,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2014.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-09,2012-11-12,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-10,2013-09-24,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-10,2016-12-27,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 4 PUERTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-30,2013-08-01,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-31,2013-07-03,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,SEDAN 5 PUERTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-02,2015-10-29,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1963.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-20,2014-07-14,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 5 PUERTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1963.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-27,2013-11-06,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,SEDAN 5 PUERTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1963.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-14,1996-05-20,CAPITAL FEDERAL Nº 032,Ciudad Autónoma de Bs.As.,Nacional,1996.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1990.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-14,2016-09-29,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1987.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-08,1997-04-02,CAPITAL FEDERAL Nº 041,Ciudad Autónoma de Bs.As.,Nacional,1997.0,SEDAN 3 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2013.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-21,2015-01-06,CAPITAL FEDERAL Nº 041,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 4 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1948.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-08,2014-02-12,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Importado,2014.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2007.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-14,2009-03-04,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Protocolo 21,2009.0,SEDAN 4 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1981.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-21,2014-02-10,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 4 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1928.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-03,2012-03-19,CAPITAL FEDERAL Nº 046,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 3 PTAS,FORD,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1981.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-06,2007-05-03,CAPITAL FEDERAL Nº 051,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-09,2007-09-21,CAPITAL FEDERAL Nº 057,Ciudad Autónoma de Bs.As.,Importado,2008.0,TODO TERRENO,SUBARU,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1956.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-22,2009-06-08,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Bs.As.,Importado,2009.0,SEDAN 4 PTAS,MITSUBISHI,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1963.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-29,2005-09-01,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,SEDAN 4 PTAS,TOYOTA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1980.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-08,2013-01-04,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Nacional,2013.0,PICK-UP,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1977.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-15,2005-11-09,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,RURAL 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1977.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-22,2017-10-17,CAPITAL FEDERAL Nº 061,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1977.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-16,2008-01-24,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Protocolo 21,2008.0,SEDAN 4 PTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2013.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-30,2001-10-11,CAPITAL FEDERAL Nº 064,Ciudad Autónoma de Bs.As.,Nacional,2001.0,SEDAN 4 PTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-23,2011-09-27,CAPITAL FEDERAL Nº 071,Ciudad Autónoma de Bs.As.,Nacional,2011.0,SEDAN 5 PTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-22,2005-01-21,CAPITAL FEDERAL Nº 075,Ciudad Autónoma de Bs.As.,Nacional,2005.0,SEDAN 5 PTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-31,2007-04-12,CAPITAL FEDERAL Nº 075,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,CHASIS C/CABINA,IVECO,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1975.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2019-05-07,2010-08-03,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Bs.As.,Importado,2010.0,RURAL 5 PTAS,TOYOTA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1965.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-23,1997-01-28,CAPITAL FEDERAL Nº 078,Ciudad Autónoma de Bs.As.,Importado,1996.0,SEDAN 3 PUERTAS,RENAULT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1965.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-30,2014-05-28,CAPITAL FEDERAL Nº 078,Ciudad Autónoma de Bs.As.,Nacional,2014.0,SEDAN 4 PUERTAS,FIAT,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1945.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-30,2007-12-18,CAPITAL FEDERAL Nº 084,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,SEDAN 5 PTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1973.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-15,2009-05-21,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Bs.As.,Nacional,2009.0,FURGON VIDRIADO C/ASIENTOS,RENAULT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1971.0,BOLIVIA,1
COMUNICACIÓN DE RECUPERO,2019-05-24,2017-05-04,CAPITAL FEDERAL Nº 088,Ciudad Autónoma de Bs.As.,Nacional,2017.0,FURGON,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1992.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-14,2009-09-24,CAPITAL FEDERAL Nº 092,Ciudad Autónoma de Bs.As.,Importado,2009.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1974.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-14,2009-07-07,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2009.0,SEDAN 5 PTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-14,2013-02-18,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2013.0,PICK-UP,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-10,2010-09-28,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2010.0,SEDAN 4 PTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-22,2012-01-09,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Importado,2012.0,RURAL 5 PTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-24,1992-06-15,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,1992.0,SEDAN 2 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-24,2007-10-10,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2007.0,SEDAN 5 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-31,2011-11-01,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,RURAL 5 PTAS,CHERY,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-03,2006-09-27,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Protocolo 21,2006.0,SEDAN 4 PTAS,HONDA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1962.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-31,2016-01-27,CAPITAL FEDERAL Nº 102,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 5 PUERTAS,FORD,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1988.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-15,2017-02-02,CANALS,Córdoba,Protocolo 21,2017.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Física,VIAMONTE,CORDOBA,Femenino,1981.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-03,2018-01-23,DEAN FUNES,Córdoba,Importado,2018.0,SEDAN 5 PUERTAS,NISSAN,Privado,Física,SAN JOSE DE LA DORMIDA,CORDOBA,Femenino,1989.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-30,2007-08-03,CORDOBA Nº 08,Córdoba,Protocolo 21,2007.0,RURAL 5 PTAS,FORD,Privado,Física,CORDOBA,CORDOBA,Masculino,1953.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-08,2007-09-25,CORDOBA Nº 14,Córdoba,Nacional,2007.0,SEDAN 3 PTAS,CHEVROLET,Privado,Física,CORDOBA,CORDOBA,Femenino,1948.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-27,2015-05-28,CORDOBA Nº 14,Córdoba,Nacional,2015.0,SEDAN 4 PUERTAS,RENAULT,Privado,Física,CORDOBA,CORDOBA,Femenino,1983.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-02,1999-07-08,CORDOBA Nº 17,Córdoba,Protocolo 21,1999.0,SEDAN 3 PUERTAS,VOLKSWAGEN,Privado,Física,CORDOBA,CORDOBA,No identificado,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-16,2008-08-08,CORDOBA Nº 18,Córdoba,Protocolo 21,2008.0,SEDAN 5 PTAS,FORD,Privado,Física,CORDOBA,CORDOBA,Masculino,1953.0,CHILE,1
COMUNICACIÓN DE RECUPERO,2019-05-23,2010-03-22,CORDOBA Nº 18,Córdoba,Nacional,2010.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,CORDOBA,CORDOBA,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-30,2017-10-24,CORDOBA Nº 18,Córdoba,Protocolo 21,2017.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,CORDOBA,CORDOBA,No identificado,1948.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-27,2011-03-02,CORDOBA Nº 19,Córdoba,Protocolo 21,2011.0,SEDAN 5 PTAS,FIAT,Privado,Física,CORDOBA,CORDOBA,Femenino,1976.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-08,2013-04-22,CORDOBA Nº 20,Córdoba,Protocolo 21,,SEDAN 3 PUERTAS,FORD,Privado,Física,CAPITAL,CORDOBA,No identificado,1990.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-06,2010-04-27,CORDOBA Nº 22,Córdoba,Nacional,2010.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,CAPITAL,CORDOBA,No identificado,1966.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-06,2008-04-21,ESQUEL N° 1,Chubut,Protocolo 21,2008.0,SEDAN 3 PTAS,FORD,Privado,Física,GOBERNADOR COSTA,CHUBUT,Femenino,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-29,2012-01-12,CONCEPCION DEL URUGUAY Nº 2,Entre Ríos,Protocolo 21,2012.0,RURAL 5 PTAS,FORD,Privado,Física,VILLA TRANSQUILA,ENTRE RIOS,Masculino,1966.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-24,2016-04-04,PERICO,Jujuy,Protocolo 21,2016.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Física,PERICO,JUJUY,Masculino,1972.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-21,2007-09-27,MENDOZA Nº 01,Mendoza,Importado,2007.0,SEDAN 3 PTAS,AUDI,Privado,Física,LAS HERAS,MENDOZA,Masculino,1988.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-21,2013-11-26,TUPUNGATO,Mendoza,Nacional,2013.0,PICK-UP,TOYOTA,Privado,Física,TUPUNGATO,MENDOZA,No identificado,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-14,2015-01-21,MENDOZA Nº 18,Mendoza,Protocolo 21,2015.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Física,EL SAUCE,MENDOZA,Femenino,1984.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-22,1999-10-19,NEUQUEN Nº 1,Neuquén,Protocolo 21,1999.0,TODO TERRENO,CHEVROLET,Privado,Física,NEUQUEN,NEUQUEN,Femenino,1951.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-27,1994-02-07,NEUQUEN Nº 5,Neuquén,Nacional,1994.0,SEDAN 4 PTAS,RENAULT,Privado,Física,NEUQUEN,NEUQUEN,Masculino,1978.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-31,2017-06-01,VILLA REGINA,Río Negro,Protocolo 21,2017.0,RURAL 5 PUERTAS,FORD,Privado,Física,VILLA REGINA,RIO NEGRO,Masculino,1943.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-15,2017-05-18,SALTA Nº 3,Salta,Protocolo 21,2017.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,CORONEL MOLDES,SALTA,No identificado,2010.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-03,2016-04-29,SUNCHALES,Santa Fe,Nacional,2016.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,SUNCHALES,SANTA FE,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-09,2012-06-13,SUNCHALES,Santa Fe,Nacional,2012.0,PICK-UP,TOYOTA,Privado,Jurídica,SUNCHALES,SANTA FE,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-20,2017-11-03,SUNCHALES,Santa Fe,Nacional,2017.0,SEDAN 5 PUERTAS,HONDA,Privado,Jurídica,SUNCHALES,SANTA FE,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-30,2009-01-05,SUNCHALES,Santa Fe,Nacional,2009.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,SUNCHALES,SANTA FE,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-27,2015-03-20,ROSARIO Nº 08,Santa Fe,Nacional,2015.0,FURGON,CITROEN,Privado,Jurídica,ROSARIO,SANTA FE,No identificado,1982.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-06,2016-03-01,VENADO TUERTO Nº 2,Santa Fe,Importado,2016.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Jurídica,VENADO TUERTO,SANTA FE,No identificado,2014.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-05-27,2011-08-24,ROSARIO Nº 12,Santa Fe,Nacional,2011.0,SEDAN 5 PTAS,CITROEN,Privado,Física,ROSARIO,SANTA FE,Femenino,1940.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-05-13,2014-09-15,TUCUMAN Nº 5,Tucumán,Importado,2014.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Física,BURRUYACU,TUCUMAN,Masculino,1986.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-26,1994-11-17,MAR DEL PLATA Nº 05,Buenos Aires,Nacional,1994.0,FURGON LARGO,RENAULT,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1949.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-18,2000-07-20,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Nacional,2000.0,CAMION TRACTOR,IVECO,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1958.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-21,1996-07-16,AVELLANEDA Nº 1,Buenos Aires,Nacional,1996.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Física,SARANDI,BUENOS AIRES,Femenino,1988.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-28,1998-02-13,BARADERO,Buenos Aires,Nacional,1998.0,PICK-UP,TOYOTA,Privado,Física,BARADERO,BUENOS AIRES,No identificado,1972.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-05,2011-11-29,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Protocolo 21,2011.0,RURAL 5 PTAS,RENAULT,Privado,Física,LUIS GUILLON,BUENOS AIRES,Masculino,1968.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2013-09-19,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2012-06-04,LA PLATA Nº 01,Buenos Aires,Nacional,2012.0,PICK-UP,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2019-06-03,2013-04-17,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,PICK-UP,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
