tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio
COMUNICACIÓN DE RECUPERO,2018-12-21,1995-03-06,MENDOZA Nº 17,Mendoza,Importado,1995.0,AUTOMOVIL,RENAULT,Privado,Física,VILLA HIPODROMO,MENDOZA,Masculino,1973.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-21,2013-04-30,MENDOZA Nº 18,Mendoza,Importado,2013.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Jurídica,CAPITAL,MENDOZA,No identificado,1966.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-27,1997-06-03,SAN CARLOS DE BARILOCHE Nº 2,Río Negro,Nacional,1997.0,PICK-UP,PEUGEOT,Privado,Jurídica,CASEROS,RIO NEGRO,No identificado,1991.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-05,2008-05-05,SUNCHALES,Santa Fe,Protocolo 21,2008.0,SEDAN 3 PTAS,FORD,Privado,Jurídica,SUNCHALES,SANTA FE,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-27,2010-11-18,SUNCHALES,Santa Fe,Importado,2010.0,SEDAN 4 PTAS,VOLKSWAGEN,Privado,Jurídica,SUNCHALES,SANTA FE,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-14,2012-08-28,ROSARIO Nº 10,Santa Fe,Nacional,2012.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,ROSARIO,SANTA FE,No identificado,1909.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-06,2016-06-28,VENADO TUERTO Nº 2,Santa Fe,Protocolo 21,2016.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,VENADO TUERTO,SANTA FE,No identificado,2014.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-28,2011-10-31,CHACABUCO,Buenos Aires,Protocolo 21,2011.0,PICK-UP CABINA DOBLE,CHEVROLET,Privado,Jurídica,OLAVARRIA,BUENOS AIRES,No identificado,1979.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-06,2017-06-28,ESTEBAN ECHEVERRIA Nº 1,Buenos Aires,Nacional,2017.0,SEDAN 4 PUERTAS,CITROEN,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1964.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-10,2017-10-26,LA PLATA Nº 01,Buenos Aires,Importado,2017.0,SEDAN 5 PUERTAS,CHERY,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-10,2012-05-16,LA PLATA Nº 01,Buenos Aires,Nacional,2012.0,FURGON,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-10,2016-03-28,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2016.0,SEDAN 4 PUERTAS,TOYOTA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-13,2013-05-06,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,PICK-UP,TOYOTA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-13,2017-01-11,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2017.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-13,2011-04-01,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2011.0,SEDAN 4 PTAS,HONDA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-14,2014-08-27,LA PLATA Nº 01,Buenos Aires,Nacional,2014.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-14,2010-09-02,LA PLATA Nº 01,Buenos Aires,Importado,2010.0,SEDAN 3 PTAS,BMW,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-14,2013-07-05,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,PICK-UP,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-14,2009-08-19,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2009.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-14,2016-12-07,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2016.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2012-03-15,LA PLATA Nº 01,Buenos Aires,Importado,2012.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2017-04-17,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 PUERTAS,RENAULT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2016-04-12,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2016.0,RURAL 5 PUERTAS,CITROEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2016-05-27,LA PLATA Nº 01,Buenos Aires,Nacional,2016.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2013-09-30,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2013.0,RURAL 5 PUERTAS,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2009-08-04,LA PLATA Nº 01,Buenos Aires,Importado,2009.0,SEDAN 5 PTAS,FIAT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-18,2010-05-14,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2010.0,RURAL 5 PTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2016-08-30,LA PLATA Nº 01,Buenos Aires,Nacional,2016.0,SEDAN 4 PUERTAS,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2015-10-15,LA PLATA Nº 01,Buenos Aires,Importado,2014.0,SEDAN 5 PUERTAS,FIAT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2013-04-25,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2007-02-16,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2007.0,SEDAN 5 PTAS,CITROEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2011-07-14,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2011.0,SEDAN 4 PTAS,RENAULT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2010-05-21,LA PLATA Nº 01,Buenos Aires,Nacional,2010.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2012-04-25,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2012.0,SEDAN 5 PTAS,FIAT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2010-07-27,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2010.0,FURGONETA,FIAT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2015-05-29,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2015.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2015-09-24,LA PLATA Nº 01,Buenos Aires,Nacional,2015.0,SEDAN 4 PUERTAS,CITROEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2015-03-26,LA PLATA Nº 01,Buenos Aires,Nacional,2015.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2010-08-12,LA PLATA Nº 01,Buenos Aires,Nacional,2010.0,FURGON VIDRIADO C/ASIENTOS,RENAULT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2015-01-21,LA PLATA Nº 01,Buenos Aires,Nacional,2015.0,SEDAN 4 PUERTAS,CITROEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-27,2003-12-23,LA PLATA Nº 01,Buenos Aires,Nacional,2003.0,PICK UP,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-27,2007-06-08,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2007.0,SEDAN 3 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-28,2008-05-19,LA PLATA Nº 01,Buenos Aires,Nacional,2008.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-07,2013-06-27,PEHUAJO,Buenos Aires,Protocolo 21,2013.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,PEHUAJO,BUENOS AIRES,Masculino,1963.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2014-07-21,SAN MARTIN Nº 2,Buenos Aires,Importado,2014.0,SEDAN 5 PUERTAS,NISSAN,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1969.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-12-03,2017-11-01,BERAZATEGUI Nº 1,Buenos Aires,Protocolo 21,2017.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1975.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-06,2018-04-12,MORON Nº 01,Buenos Aires,Protocolo 21,2018.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Física,MORON,BUENOS AIRES,Masculino,1955.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2014-05-27,TRES DE FEBRERO Nº 2,Buenos Aires,Nacional,2014.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,CIUDAD JARDÍN LOMAS DEL PALOMAR,BUENOS AIRES,No identificado,2015.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-04,2015-04-13,LOMAS DE ZAMORA Nº 2,Buenos Aires,Importado,2015.0,SEDAN 4 PUERTAS,NISSAN,Privado,Física,BANFIELD,BUENOS AIRES,Masculino,1976.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-03,2018-03-15,PINAMAR,Buenos Aires,Importado,2018.0,SEDAN 4 PUERTAS,FORD,Privado,Física,PINAMAR,BUENOS AIRES,Masculino,1953.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-10,2009-01-05,LANUS Nº 4,Buenos Aires,Protocolo 21,2009.0,RURAL 5 PUERTAS,VOLKSWAGEN,Privado,Física,LANUS,BUENOS AIRES,Masculino,1945.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2007-05-07,AVELLANEDA Nº 4,Buenos Aires,Protocolo 21,2007.0,RURAL 5 PTAS,RENAULT,Privado,Física,AVELLANEDA,BUENOS AIRES,Masculino,1963.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-07,1998-12-10,LA MATANZA Nº 06,Buenos Aires,Importado,1998.0,SEDAN 3 PTAS,ALFA ROMEO,Privado,Física,SAN JUSTO-LA MATANZA,BUENOS AIRES,No identificado,1982.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-27,2014-07-30,LOMAS DE ZAMORA Nº 5,Buenos Aires,Protocolo 21,2014.0,RURAL 5 PUERTAS,FORD,Privado,Física,LLAVALLOL,BUENOS AIRES,Femenino,1965.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2012-11-22,LA MATANZA Nº 08,Buenos Aires,Protocolo 21,2012.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Masculino,1974.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-11,2002-02-21,OLIVOS Nº 06,Buenos Aires,Nacional,2002.0,SEDAN 5 PTAS,FORD,Privado,Jurídica,MUNRO,BUENOS AIRES,No identificado,2003.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-13,2018-01-24,ADROGUE Nº 3,Buenos Aires,Protocolo 21,2018.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,BURZACO,BUENOS AIRES,Femenino,1984.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-04,2013-08-22,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2013.0,FURGONETA,FIAT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-05,2008-08-11,LA PLATA Nº 07,Buenos Aires,Nacional,2008.0,PICK-UP,TOYOTA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-07,2011-07-22,LA PLATA Nº 07,Buenos Aires,Nacional,2011.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2012-02-22,LA PLATA Nº 07,Buenos Aires,Nacional,2012.0,SEDAN 4 PTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2012-06-11,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2012.0,RURAL 5 PTAS,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-18,2008-02-01,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2008.0,RURAL 5 PTAS,FORD,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-20,2013-02-28,LA PLATA Nº 07,Buenos Aires,Nacional,2013.0,TODO TERRENO,TOYOTA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-21,2010-09-15,LA PLATA Nº 07,Buenos Aires,Nacional,2010.0,PICK-UP,TOYOTA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-21,2012-06-06,LA PLATA Nº 07,Buenos Aires,Nacional,2012.0,SEDAN 4 PTAS,FIAT,Público,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-27,2008-06-10,LA PLATA Nº 07,Buenos Aires,Protocolo 21,2008.0,FURGONETA,FIAT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,1946.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-19,2012-05-28,FLORENCIO VARELA Nº 2,Buenos Aires,Protocolo 21,2012.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Masculino,1996.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-20,1995-11-10,SAN ISIDRO Nº 06,Buenos Aires,Importado,1995.0,SEDAN 5 PUERTAS,FIAT,Privado,Física,BOULOGNE,BUENOS AIRES,Masculino,1986.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-06,2010-04-08,LANUS Nº 6,Buenos Aires,Protocolo 21,2010.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,LANUS,BUENOS AIRES,Masculino,1957.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-10,2015-04-10,ITUZAINGO Nº 1 (EX. MORON Nº 8),Buenos Aires,Protocolo 21,2015.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,ITUZAINGO,BUENOS AIRES,Femenino,1958.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-26,2017-05-23,MERLO Nº 3,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 PUERTAS,HONDA,Privado,Física,CIUDAD DE SAN ANTONIO DE PADUA,BUENOS AIRES,Masculino,1954.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-12-12,2011-03-22,SAN MARTIN Nº 7,Buenos Aires,Protocolo 21,2011.0,SEDAN 4 PTAS,CHEVROLET,Privado,Física,GRAL SAN MARTIN,BUENOS AIRES,Femenino,1979.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-12-19,2006-04-11,SAN MARTIN Nº 7,Buenos Aires,Protocolo 21,2006.0,SEDAN 5 PTAS,CITROEN,Privado,Física,LOMA HERMOSA,BUENOS AIRES,Masculino,1976.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-14,2011-02-16,LA MATANZA Nº 09,Buenos Aires,Nacional,2011.0,SEDAN 5 PTAS,PEUGEOT,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1965.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-20,2009-01-05,LA PLATA Nº 10,Buenos Aires,Protocolo 21,2009.0,SEDAN 4 PTAS,TOYOTA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-27,2012-10-18,ESCOBAR Nº 2,Buenos Aires,Nacional,2012.0,PICK-UP,FORD,Privado,Física,ESCOBAR,BUENOS AIRES,Femenino,1951.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-07,2006-11-09,OLIVOS Nº 09,Buenos Aires,Nacional,2006.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,OLIVOS,BUENOS AIRES,Masculino,1962.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-19,2007-08-01,OLIVOS Nº 09,Buenos Aires,Protocolo 21,2007.0,SEDAN 5 PTAS,CHEVROLET,Privado,Física,V. MARTELLI - PARTIDO: VTE LOPEZ,BUENOS AIRES,Femenino,1954.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-12-11,2009-05-11,LANUS Nº 8,Buenos Aires,Protocolo 21,2009.0,SEDAN 4 PTAS,TOYOTA,Privado,Física,LANÚS OESTE,BUENOS AIRES,Masculino,1953.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-11,2018-05-07,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,2018.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,VILLA EDUARDO MADERO,BUENOS AIRES,Femenino,1999.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-11,2015-10-27,LA MATANZA Nº 12,Buenos Aires,Nacional,2015.0,FURGON VIDRIADO C/ASI,CITROEN,Privado,Física,VILLA EDUARDO MADERO,BUENOS AIRES,Femenino,1991.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-21,2012-04-16,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,2012.0,RURAL 5 PTAS,FORD,Privado,Física,ALDO BONZI,BUENOS AIRES,Femenino,1983.0,BOLIVIA,1
COMUNICACIÓN DE RECUPERO,2018-12-19,2016-01-18,TIGRE Nº 5,Buenos Aires,Protocolo 21,2016.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Física,EL TALAR,BUENOS AIRES,Masculino,1965.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-05,1996-01-03,MORENO Nº 4,Buenos Aires,Nacional,1996.0,SEDAN 3 PUERTAS,VOLKSWAGEN,Privado,Física,CUARTEL V,BUENOS AIRES,Masculino,1987.0,PARAGUAY,1
COMUNICACIÓN DE RECUPERO,2018-12-21,2006-05-26,MORENO Nº 4,Buenos Aires,Protocolo 21,2006.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,MORENO,BUENOS AIRES,Masculino,1960.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-20,2010-10-22,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,2010.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1973.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-12,2018-02-28,QUILMES Nº 9,Buenos Aires,Protocolo 21,2018.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,EZPELETA,BUENOS AIRES,Femenino,1991.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-12,2012-11-19,QUILMES Nº 9,Buenos Aires,Protocolo 21,2012.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,EZPELETA - QUILMES,BUENOS AIRES,No identificado,1988.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-19,2006-07-10,CAPITAL FEDERAL Nº 004,Ciudad Autónoma de Bs.As.,Protocolo 21,2006.0,SEDAN 5 PTAS,CHEVROLET,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1969.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-20,2016-04-08,CAPITAL FEDERAL Nº 006,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,RURAL 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-17,2009-02-12,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Bs.As.,Protocolo 21,2009.0,SEDAN 5 PUERTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1956.0,BOLIVIA,1
COMUNICACIÓN DE RECUPERO,2018-12-07,2010-09-15,CAPITAL FEDERAL Nº 012,Ciudad Autónoma de Bs.As.,Importado,2010.0,SEDAN 5 PTAS,KIA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2007.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-28,2005-11-04,CAPITAL FEDERAL Nº 014,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,RURAL 5 PTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1997.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-06,2016-01-13,CAPITAL FEDERAL Nº 015,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1978.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-05,2013-05-14,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1954.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-12-12,1999-04-12,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Bs.As.,Importado,1999.0,TODO TERRENO,GALLOPER,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1923.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-20,2014-02-06,CAPITAL FEDERAL Nº 030,Ciudad Autónoma de Bs.As.,Nacional,2014.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1963.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-04,2010-06-17,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 4 PTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1986.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-12-06,1999-02-12,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Nacional,1999.0,SEDAN 5 PTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1957.0,ARGENTINA,1
